customer_id,amount,txn_time,merchant,txn_type,channel
1100,5590.78,2025-04-27 04:20:43,JB HiFi,credit,online
1072,8075.73,2025-03-11 12:19:59,Amazon,debit,branch
1099,7555.27,2025-02-14 10:53:50,Amazon,credit,branch
1014,6746.23,2025-03-12 22:08:15,JB HiFi,debit,branch
1093,3555.93,2025-03-19 11:00:25,Woolworths,transfer,mobile app
1043,1055.82,2025-01-16 19:06:05,JB HiFi,atm,online
1092,17018.53,2025-01-28 20:03:00,unknown,atm,online
1013,11592.82,2025-03-03 08:34:22,Apple,atm,branch
1067,1755.4,2025-01-09 13:43:29,JB HiFi,debit,branch
1008,5220.59,2025-01-04 16:26:12,Apple,atm,mobile app
1038,11650.88,2025-03-01 14:34:31,Uber,atm,online
1064,14997.06,2025-03-10 01:35:09,Woolworths,transfer,branch
1038,10090.75,2025-04-19 04:02:19,Amazon,transfer,mobile app
1009,12462.48,2025-05-08 11:05:05,Woolworths,credit,online
1093,14510.46,2025-04-22 13:56:05,unknown,atm,online
1012,9569.31,2025-02-11 20:38:54,Apple,transfer,mobile app
1079,14196.49,2025-01-23 03:54:27,Apple,atm,branch
1037,15413.94,2025-01-25 09:13:53,Uber,atm,branch
1050,4330.59,2025-04-30 15:15:12,Apple,credit,branch
1086,1051.03,2025-03-25 10:13:29,JB HiFi,transfer,branch
1041,7164.75,2025-01-27 18:12:15,JB HiFi,atm,branch
1017,6391.14,2025-04-17 04:10:25,Uber,debit,branch
1077,9237.08,2025-04-01 21:35:03,Woolworths,transfer,mobile app
1011,32.54,2025-03-03 07:20:10,Woolworths,atm,online
1043,16294.61,2025-01-19 21:02:28,Amazon,atm,online
1032,12014.22,2025-01-23 01:55:49,Apple,atm,online
1085,2185.56,2025-02-21 23:17:53,Amazon,atm,online
1000,10920.25,2025-01-29 10:47:50,Uber,debit,branch
1048,278.25,2025-01-20 08:36:00,unknown,transfer,mobile app
1066,11486.46,2025-04-02 01:56:25,Woolworths,transfer,mobile app
1050,9371.07,2025-04-14 19:36:22,Uber,transfer,branch
1051,15179.79,2025-02-07 03:29:44,Apple,atm,branch
1072,5132.63,2025-01-27 01:59:05,Uber,credit,branch
1017,17369.95,2025-01-04 07:06:45,Uber,credit,mobile app
1027,13713.35,2025-02-23 13:16:10,Apple,credit,online
1031,1153.19,2025-03-04 19:17:27,unknown,credit,branch
1058,2094.2,2025-02-16 02:35:34,unknown,atm,online
1069,3969.97,2025-03-11 08:42:08,Apple,credit,branch
1086,15028.86,2025-02-26 07:46:34,Amazon,transfer,mobile app
1069,8110.41,2025-02-17 04:19:49,JB HiFi,credit,mobile app
1015,14137.11,2025-04-24 18:20:36,Amazon,debit,online
1023,279.75,2025-02-05 12:06:20,unknown,transfer,mobile app
1077,1602.21,2025-01-29 18:03:17,JB HiFi,credit,online
1023,6368.51,2025-01-06 11:44:10,JB HiFi,credit,branch
1037,6004.96,2025-03-13 19:01:03,Amazon,credit,mobile app
1065,2869.97,2025-03-01 13:14:38,Woolworths,debit,branch
1055,12670.61,2025-03-31 14:04:00,Apple,credit,online
1077,18471.72,2025-01-15 11:14:56,Amazon,transfer,online
1068,3344.38,2025-03-18 12:35:38,unknown,credit,mobile app
1066,16313.2,2025-03-11 00:18:59,unknown,credit,mobile app
1029,661.43,2025-04-19 13:30:07,Uber,transfer,branch
1018,316.34,2025-02-04 00:41:26,Amazon,credit,online
1012,7453.83,2025-04-06 01:37:57,Amazon,atm,branch
1012,15159.77,2025-01-24 23:55:27,JB HiFi,atm,mobile app
1017,8841.85,2025-01-17 21:49:48,Woolworths,debit,mobile app
1014,3780.42,2025-03-08 18:41:27,unknown,atm,branch
1004,8072.97,2025-04-22 08:58:19,Amazon,credit,online
1076,2491.13,2025-01-19 11:31:12,JB HiFi,transfer,online
1028,6972.95,2025-02-15 11:31:30,Apple,credit,online
1099,3213.51,2025-03-08 02:07:23,Amazon,debit,online
1070,18490.77,2025-01-20 00:18:19,unknown,credit,online
1017,985.28,2025-01-26 20:27:38,JB HiFi,debit,branch
1086,6347.22,2025-03-08 20:07:38,Apple,debit,branch
1053,2576.72,2025-02-27 04:45:02,Apple,atm,mobile app
1026,18268.71,2025-01-24 15:54:18,Amazon,transfer,online
1091,2445.47,2025-01-25 16:46:56,Uber,debit,branch
1041,13930.2,2025-03-03 19:01:18,Woolworths,credit,online
1039,18553.24,2025-04-10 18:08:37,Amazon,debit,online
1079,13907.88,2025-01-26 00:22:23,Uber,transfer,mobile app
1000,10161.39,2025-02-05 22:23:23,JB HiFi,atm,online
1044,12378.02,2025-03-06 02:19:26,unknown,debit,online
1045,18791.74,2025-04-26 22:09:24,unknown,debit,mobile app
1085,10901.41,2025-01-11 12:30:43,Woolworths,atm,mobile app
1040,17736.2,2025-01-07 20:56:39,Woolworths,atm,online
1041,16556.06,2025-01-29 18:53:53,JB HiFi,atm,online
1056,12379.23,2025-02-04 04:03:17,Apple,transfer,branch
1080,1297.97,2025-02-04 12:54:13,Uber,debit,online
1073,18693.68,2025-04-23 14:47:59,Amazon,atm,mobile app
1032,18777.51,2025-02-24 19:59:04,Amazon,credit,mobile app
1051,16539.25,2025-01-15 14:21:13,unknown,atm,branch
1054,17135.54,2025-04-01 17:12:16,Woolworths,transfer,online
1049,10118.42,2025-01-12 01:01:56,unknown,transfer,online
1085,15596.37,2025-01-07 21:27:33,JB HiFi,atm,mobile app
1024,19627.8,2025-01-14 00:44:42,JB HiFi,debit,online
1023,10191.7,2025-05-07 11:36:58,Apple,transfer,online
1033,10624.01,2025-02-05 11:58:18,Uber,transfer,branch
1052,16164.15,2025-04-25 08:30:00,unknown,atm,mobile app
1017,2743.83,2025-05-04 03:52:45,Uber,debit,branch
1072,6356.4,2025-02-03 10:09:53,JB HiFi,credit,mobile app
1033,1375.54,2025-02-18 11:14:23,unknown,debit,online
1090,5570.89,2025-04-02 11:48:30,unknown,transfer,mobile app
1001,9134.12,2025-04-30 07:46:27,Amazon,credit,mobile app
1092,19404.03,2025-03-19 17:58:09,JB HiFi,credit,branch
1037,8507.57,2025-03-03 05:24:06,unknown,credit,mobile app
1018,10095.48,2025-01-23 04:28:48,unknown,credit,online
1090,1032.18,2025-01-31 19:44:46,Uber,debit,mobile app
1067,10813.72,2025-03-12 03:53:31,Uber,debit,branch
1092,10034.38,2025-01-27 13:10:02,Woolworths,atm,online
1059,697.56,2025-01-29 08:16:18,Amazon,debit,online
1087,6978.43,2025-04-04 13:59:42,Apple,atm,mobile app
1019,6559.02,2025-03-06 18:09:15,JB HiFi,credit,mobile app
1035,793.71,2025-02-10 17:40:29,Uber,transfer,online
1007,19242.59,2025-02-08 08:35:10,Apple,transfer,branch
1034,16402.27,2025-03-09 22:30:40,JB HiFi,debit,mobile app
1088,19421.71,2025-03-22 16:37:48,Woolworths,credit,mobile app
1001,13390.25,2025-04-30 12:08:34,unknown,credit,online
1096,225.01,2025-01-14 08:58:16,Amazon,debit,online
1070,9010.64,2025-04-26 10:58:47,Apple,credit,mobile app
1063,2247.66,2025-02-18 19:02:58,Apple,transfer,branch
1001,3890.97,2025-03-24 01:43:14,JB HiFi,atm,online
1029,13063.67,2025-04-30 04:00:59,JB HiFi,transfer,branch
1044,1237.28,2025-01-30 23:55:05,unknown,atm,mobile app
1099,3117.97,2025-05-02 03:53:40,Woolworths,debit,mobile app
1010,16416.3,2025-03-08 13:12:56,JB HiFi,atm,online
1004,951.77,2025-04-08 23:51:49,Uber,atm,branch
1049,904.87,2025-04-13 21:38:03,Amazon,debit,online
1062,1968.52,2025-04-27 00:05:00,Uber,debit,online
1035,16055.92,2025-03-25 22:15:03,Uber,atm,branch
1084,11849.82,2025-04-12 00:47:35,unknown,atm,mobile app
1089,12779.46,2025-04-13 03:51:17,Uber,debit,online
1025,5074.83,2025-04-18 22:33:40,Apple,credit,mobile app
1057,12391.33,2025-02-02 09:17:39,Apple,transfer,online
1031,5974.36,2025-01-17 04:27:25,JB HiFi,atm,online
1059,5990.09,2025-03-30 04:20:24,Apple,transfer,mobile app
1016,4504.44,2025-03-14 09:11:40,Amazon,atm,mobile app
1093,2190.85,2025-03-06 09:58:33,JB HiFi,atm,online
1086,14583.56,2025-02-28 20:51:10,Woolworths,transfer,online
1091,18627.18,2025-03-04 15:20:36,Woolworths,debit,branch
1076,17985.19,2025-02-15 02:26:19,Apple,transfer,mobile app
1084,8856.22,2025-02-18 12:44:14,unknown,transfer,mobile app
1035,15723.82,2025-02-07 01:34:57,Uber,atm,online
1081,7713.18,2025-01-05 05:46:44,Apple,transfer,mobile app
1005,10213.07,2025-01-20 00:55:16,Apple,debit,branch
1066,7015.81,2025-02-13 10:52:50,Woolworths,atm,branch
1049,3271.8,2025-05-05 07:43:56,Woolworths,credit,mobile app
1011,6070.3,2025-02-13 10:37:16,JB HiFi,credit,online
1045,17979.79,2025-03-06 19:37:41,Uber,atm,online
1004,10574.26,2025-02-19 21:39:17,Apple,atm,branch
1014,18448.97,2025-04-27 04:09:42,Apple,credit,online
1028,10713.61,2025-03-18 07:26:20,JB HiFi,credit,mobile app
1051,12489.25,2025-01-21 13:57:24,Uber,transfer,online
1070,2093.96,2025-04-26 23:42:46,Amazon,debit,branch
1021,1619.95,2025-04-25 22:03:47,Uber,atm,online
1034,7006.82,2025-02-04 09:45:40,JB HiFi,debit,mobile app
1017,11698.13,2025-02-12 15:11:49,Uber,atm,online
1062,9467.27,2025-02-21 19:48:57,Uber,transfer,mobile app
1024,6857.0,2025-03-07 20:20:30,Apple,credit,branch
1034,12182.27,2025-03-09 12:33:50,Woolworths,debit,mobile app
1034,7945.19,2025-05-08 22:49:00,Uber,transfer,branch
1044,6837.67,2025-04-18 05:23:03,unknown,atm,online
1062,9471.83,2025-04-10 21:28:06,Amazon,credit,branch
1071,10415.82,2025-04-16 23:11:38,unknown,credit,mobile app
1095,5339.57,2025-02-17 15:59:22,Amazon,transfer,branch
1084,3025.11,2025-03-27 14:34:28,JB HiFi,atm,mobile app
1001,5990.24,2025-02-04 02:50:19,unknown,debit,mobile app
1073,474.18,2025-02-07 04:48:10,unknown,debit,mobile app
1054,18333.92,2025-04-22 04:50:00,Uber,debit,online
1080,10432.52,2025-03-01 17:45:53,unknown,atm,online
1040,9688.83,2025-03-21 13:49:01,Uber,atm,mobile app
1040,10214.05,2025-03-23 07:28:39,unknown,credit,mobile app
1047,13432.03,2025-05-07 07:36:10,Woolworths,debit,branch
1021,5649.04,2025-01-03 15:39:14,JB HiFi,transfer,online
1061,15816.78,2025-03-11 19:02:37,Apple,credit,branch
1011,19530.35,2025-03-04 18:41:23,Woolworths,transfer,mobile app
1047,14752.53,2025-04-20 09:54:07,Apple,credit,mobile app
1099,4855.16,2025-03-22 17:52:13,JB HiFi,transfer,online
1066,7859.69,2025-02-13 14:16:57,Woolworths,atm,branch
1093,1387.91,2025-03-09 10:00:36,Woolworths,credit,mobile app
1079,11956.05,2025-03-19 16:34:53,Apple,atm,branch
1005,19454.74,2025-04-11 11:27:26,Amazon,credit,branch
1083,1090.34,2025-02-22 09:06:00,unknown,transfer,online
1096,3543.48,2025-05-07 16:29:14,Amazon,atm,online
1095,11996.45,2025-05-02 02:55:11,Amazon,atm,mobile app
1089,10857.99,2025-03-12 09:34:34,Apple,credit,mobile app
1024,12824.52,2025-01-17 09:51:07,Uber,debit,mobile app
1062,15367.81,2025-04-18 18:15:41,Amazon,debit,branch
1066,10768.72,2025-04-09 22:47:54,Uber,atm,mobile app
1041,3444.76,2025-05-08 12:37:32,Uber,credit,online
1083,14933.66,2025-02-14 02:00:25,Amazon,debit,online
1022,3673.56,2025-05-08 21:56:49,JB HiFi,credit,branch
1025,19471.55,2025-01-02 02:57:23,Apple,transfer,branch
1067,9991.8,2025-02-04 06:03:22,Uber,debit,mobile app
1092,13458.78,2025-03-29 23:35:05,Apple,transfer,mobile app
1026,16438.78,2025-03-04 21:20:15,unknown,credit,online
1080,16778.08,2025-01-25 07:44:40,Apple,atm,online
1099,16770.71,2025-01-03 20:55:08,Woolworths,credit,mobile app
1018,4732.42,2025-04-11 15:28:06,Amazon,credit,branch
1011,18711.11,2025-02-17 03:18:35,Uber,credit,branch
1028,5478.64,2025-01-02 01:56:16,unknown,transfer,branch
1046,15982.87,2025-04-21 15:06:32,Apple,debit,mobile app
1050,4010.48,2025-01-10 06:58:37,Woolworths,debit,mobile app
1098,5510.66,2025-01-22 21:07:16,Amazon,atm,mobile app
1046,12712.91,2025-03-17 16:28:05,Apple,credit,mobile app
1035,11187.47,2025-04-30 14:09:32,Apple,transfer,mobile app
1081,8121.99,2025-01-06 14:51:29,Amazon,atm,branch
1058,17050.47,2025-03-03 05:54:09,Apple,debit,mobile app
1067,11296.05,2025-04-24 04:10:38,Woolworths,debit,online
1089,9049.4,2025-01-08 03:46:25,Uber,atm,online
1082,17825.73,2025-01-05 03:51:07,Woolworths,credit,online
1003,14345.39,2025-03-21 10:40:06,Amazon,credit,online
1025,10824.44,2025-01-10 08:16:27,Amazon,atm,mobile app
1044,15388.9,2025-01-30 06:16:23,JB HiFi,credit,mobile app
1007,9004.1,2025-04-12 10:16:31,unknown,transfer,online
1099,5084.28,2025-02-03 16:35:32,JB HiFi,transfer,branch
1098,7385.8,2025-02-14 06:19:33,Apple,credit,branch
1010,16441.41,2025-04-01 00:46:25,Apple,transfer,branch
1068,6288.36,2025-03-20 06:52:29,Woolworths,credit,online
1063,11790.3,2025-01-15 01:23:25,unknown,debit,branch
1008,12671.57,2025-01-11 23:59:20,unknown,transfer,branch
1026,6367.08,2025-03-15 13:00:28,JB HiFi,transfer,branch
1080,10270.07,2025-05-05 08:24:15,Amazon,debit,online
1026,2973.69,2025-02-07 04:19:44,unknown,debit,online
1073,16060.25,2025-04-03 14:08:56,Uber,credit,branch
1077,17208.27,2025-04-03 04:57:18,Amazon,transfer,branch
1064,11354.99,2025-04-11 13:39:22,Amazon,transfer,online
1073,5715.25,2025-01-22 15:07:31,JB HiFi,credit,branch
1067,5151.44,2025-04-25 05:40:10,Apple,debit,online
1032,10957.87,2025-04-05 06:55:11,JB HiFi,debit,branch
1044,4440.7,2025-03-03 04:31:56,JB HiFi,debit,mobile app
1014,3127.52,2025-04-09 10:43:54,JB HiFi,transfer,branch
1070,5784.15,2025-01-22 18:31:57,unknown,atm,mobile app
1082,4782.7,2025-03-01 15:01:28,Woolworths,atm,mobile app
1035,18040.38,2025-01-30 11:07:42,Uber,atm,mobile app
1055,10208.19,2025-01-28 23:43:12,JB HiFi,transfer,branch
1061,8523.69,2025-03-31 20:04:39,Amazon,debit,mobile app
1030,8182.56,2025-01-07 01:55:31,unknown,atm,online
1021,1086.2,2025-01-07 19:57:22,Woolworths,atm,mobile app
1075,16943.83,2025-05-04 13:04:22,Uber,credit,branch
1086,13814.29,2025-04-04 08:08:02,Amazon,debit,online
1000,9536.1,2025-01-05 10:37:23,Amazon,atm,branch
1053,11182.59,2025-04-07 10:48:50,Amazon,atm,online
1053,19354.19,2025-03-20 16:16:16,Apple,atm,online
1040,8314.34,2025-04-16 13:59:02,JB HiFi,debit,branch
1021,17189.6,2025-02-15 18:59:55,Woolworths,credit,mobile app
1003,8614.62,2025-01-25 12:39:57,Amazon,credit,branch
1041,1677.21,2025-01-03 03:52:29,Amazon,credit,online
1024,1628.82,2025-03-11 09:17:05,Uber,credit,branch
1075,13240.65,2025-04-24 12:12:17,Uber,debit,mobile app
1052,1810.26,2025-04-11 19:13:32,unknown,debit,online
1002,19151.05,2025-02-11 13:29:01,Amazon,transfer,online
1048,2832.9,2025-04-25 20:39:18,Amazon,atm,mobile app
1083,5933.52,2025-02-22 15:21:59,Amazon,credit,mobile app
1027,10190.02,2025-04-12 21:17:54,Woolworths,transfer,online
1068,13118.0,2025-01-08 13:03:01,Amazon,debit,branch
1050,8892.62,2025-03-18 19:30:34,Uber,atm,mobile app
1014,6240.24,2025-01-14 14:44:14,Uber,debit,branch
1039,1829.81,2025-01-19 02:22:26,unknown,atm,online
1033,6259.94,2025-03-21 20:50:16,Woolworths,credit,branch
1090,11811.11,2025-01-02 04:21:13,Woolworths,transfer,online
1088,16323.32,2025-03-06 23:51:23,unknown,credit,online
1043,2302.68,2025-04-28 22:20:14,Amazon,debit,mobile app
1070,5563.72,2025-02-23 08:17:06,JB HiFi,credit,branch
1003,714.71,2025-01-12 04:36:06,unknown,atm,online
1020,14563.73,2025-04-06 01:50:54,Uber,credit,online
1025,7763.65,2025-02-07 08:21:51,unknown,atm,online
1096,10.03,2025-01-20 07:06:26,Woolworths,transfer,branch
1079,15214.39,2025-04-12 20:33:58,JB HiFi,credit,branch
1056,2421.59,2025-01-26 10:01:24,unknown,debit,mobile app
1040,15798.31,2025-02-07 11:36:00,Woolworths,transfer,online
1034,9297.08,2025-03-14 06:14:36,Apple,atm,branch
1014,16672.76,2025-02-09 22:13:38,Apple,transfer,branch
1017,10748.59,2025-03-29 01:28:10,JB HiFi,debit,online
1071,2761.48,2025-04-06 22:26:15,Amazon,credit,online
1075,12352.65,2025-03-19 01:36:34,Woolworths,transfer,mobile app
1095,674.27,2025-02-02 08:58:33,Uber,debit,branch
1100,12909.82,2025-04-19 06:49:53,Apple,transfer,branch
1071,12191.35,2025-03-08 15:51:42,Amazon,atm,mobile app
1030,5959.04,2025-02-26 11:51:30,Woolworths,transfer,branch
1024,650.79,2025-02-07 22:54:20,Apple,debit,online
1067,11560.08,2025-04-29 13:52:59,Apple,debit,branch
1060,19822.64,2025-01-22 22:39:10,Uber,debit,mobile app
1010,3877.46,2025-02-25 10:54:47,JB HiFi,transfer,online
1034,18641.76,2025-04-11 09:39:45,unknown,transfer,online
1065,10141.84,2025-03-23 09:12:45,unknown,debit,online
1014,3451.05,2025-02-10 01:57:12,Amazon,atm,mobile app
1010,17454.75,2025-01-07 23:42:50,Apple,transfer,mobile app
1032,5271.77,2025-02-18 14:10:32,Amazon,debit,online
1070,8305.08,2025-01-02 06:35:46,Apple,credit,branch
1077,7431.69,2025-01-08 13:16:03,Woolworths,transfer,branch
1086,6509.23,2025-04-15 13:30:40,Amazon,debit,online
1035,18181.11,2025-02-26 12:32:41,JB HiFi,transfer,online
1028,5506.0,2025-03-15 16:37:35,unknown,credit,mobile app
1049,19198.58,2025-01-07 18:38:10,Woolworths,atm,online
1032,742.47,2025-04-11 02:56:20,Amazon,transfer,online
1099,5821.18,2025-04-25 03:38:16,Woolworths,atm,branch
1092,15887.62,2025-01-26 22:15:01,Uber,credit,branch
1051,15662.35,2025-05-04 02:40:28,Woolworths,atm,online
1032,17049.99,2025-04-16 09:35:29,unknown,debit,branch
1031,2647.5,2025-03-06 12:31:24,Apple,atm,online
1084,5264.06,2025-02-16 10:14:21,Amazon,debit,mobile app
1053,3210.27,2025-01-23 21:36:06,Amazon,debit,mobile app
1000,3578.64,2025-02-06 13:51:00,Uber,debit,online
1016,5631.74,2025-01-12 07:52:21,Amazon,atm,online
1020,18023.44,2025-03-14 00:11:31,JB HiFi,atm,online
1076,17150.65,2025-01-15 11:00:52,Apple,debit,mobile app
1010,16695.15,2025-03-15 09:42:36,Amazon,atm,online
1074,11048.3,2025-04-11 05:59:33,Amazon,debit,online
1100,2453.65,2025-02-19 00:45:24,JB HiFi,transfer,branch
1022,15101.59,2025-01-02 13:45:21,Woolworths,credit,branch
1063,15462.06,2025-02-28 03:22:07,Uber,credit,mobile app
1033,11193.85,2025-01-09 04:38:18,Apple,atm,online
1063,9276.28,2025-01-01 06:42:22,Uber,atm,online
1061,17584.36,2025-05-01 04:27:19,Apple,credit,branch
1086,4363.06,2025-04-10 21:42:09,Amazon,credit,online
1022,18539.73,2025-03-07 14:53:35,Uber,atm,branch
1012,2775.63,2025-03-24 10:03:13,Amazon,credit,branch
1038,870.77,2025-02-25 07:10:50,Woolworths,atm,branch
1031,5272.14,2025-01-06 00:32:48,Amazon,transfer,branch
1092,2213.49,2025-01-30 22:20:01,JB HiFi,atm,online
1077,3986.84,2025-03-10 14:38:14,Amazon,debit,branch
1083,5672.34,2025-04-05 21:43:22,JB HiFi,credit,online
1032,6297.18,2025-04-12 12:31:53,unknown,atm,mobile app
1057,4035.35,2025-04-15 17:47:28,Amazon,atm,branch
1015,4747.82,2025-03-30 13:58:35,Apple,transfer,mobile app
1047,13662.38,2025-03-22 04:55:37,Amazon,transfer,branch
1095,10661.56,2025-04-17 07:54:21,Apple,transfer,online
1022,12334.68,2025-01-22 19:07:16,Amazon,transfer,online
1029,4918.46,2025-02-18 18:34:40,unknown,transfer,mobile app
1075,5317.12,2025-02-04 17:23:36,Apple,credit,branch
1063,15073.33,2025-02-05 01:21:36,Woolworths,transfer,online
1034,11480.78,2025-03-16 17:15:16,unknown,atm,online
1092,15632.85,2025-01-11 20:38:42,Amazon,atm,online
1029,148.75,2025-02-13 12:10:47,JB HiFi,debit,mobile app
1047,17250.95,2025-02-06 19:00:27,unknown,credit,branch
1072,5849.21,2025-04-24 10:07:12,unknown,credit,mobile app
1033,6190.47,2025-04-06 11:26:11,Apple,transfer,branch
1075,3839.07,2025-02-10 06:53:36,unknown,atm,branch
1008,19370.65,2025-03-07 20:11:38,Apple,credit,online
1018,13265.48,2025-04-27 13:01:34,JB HiFi,atm,branch
1045,9438.1,2025-02-24 23:30:17,Uber,transfer,branch
1031,6887.6,2025-02-24 01:46:56,Apple,transfer,online
1052,3492.96,2025-02-22 13:29:41,JB HiFi,transfer,online
1024,18181.93,2025-04-03 01:31:32,Woolworths,transfer,online
1005,225.25,2025-03-03 17:36:41,Uber,atm,online
1095,19591.71,2025-05-07 10:49:35,Woolworths,atm,branch
1087,14869.02,2025-03-12 06:17:59,JB HiFi,transfer,online
1038,9763.93,2025-02-20 15:20:35,unknown,credit,branch
1034,2871.34,2025-04-13 09:21:55,unknown,credit,branch
1027,11088.89,2025-03-13 04:23:42,JB HiFi,credit,branch
1086,7758.47,2025-03-13 15:28:30,Woolworths,credit,mobile app
1017,5283.78,2025-04-01 11:38:14,unknown,atm,mobile app
1099,8226.37,2025-02-05 17:40:30,unknown,transfer,online
1048,11633.45,2025-03-28 21:31:18,Woolworths,credit,mobile app
1021,14475.93,2025-02-18 23:07:42,Uber,atm,branch
1008,1648.54,2025-01-11 18:07:08,Woolworths,debit,online
1089,3023.58,2025-04-03 10:43:34,Uber,transfer,branch
1098,7413.63,2025-02-11 16:25:36,Uber,transfer,online
1045,512.9,2025-03-08 00:27:06,JB HiFi,debit,online
1004,9153.27,2025-04-20 18:09:22,Apple,credit,branch
1061,4827.19,2025-02-05 20:13:56,JB HiFi,debit,branch
1062,5646.03,2025-01-09 22:26:54,unknown,credit,online
1027,15018.61,2025-03-15 16:28:19,Amazon,credit,mobile app
1046,754.61,2025-02-01 11:39:33,Uber,debit,online
1100,1459.15,2025-02-01 19:53:30,unknown,atm,mobile app
1002,10298.24,2025-04-17 04:09:38,Woolworths,credit,online
1082,13858.97,2025-01-14 19:57:20,JB HiFi,atm,mobile app
1032,9010.28,2025-01-30 09:14:43,Woolworths,atm,mobile app
1044,19605.7,2025-04-27 13:57:53,Uber,transfer,mobile app
1089,7502.91,2025-01-20 23:43:02,unknown,debit,online
1009,8094.13,2025-01-14 00:57:08,Amazon,transfer,online
1084,1329.48,2025-02-28 01:04:05,Uber,atm,mobile app
1095,17340.85,2025-05-04 21:13:52,Uber,transfer,mobile app
1097,18428.58,2025-04-17 19:39:59,Apple,debit,mobile app
1060,161.39,2025-05-05 11:50:48,Amazon,credit,branch
1071,4717.05,2025-01-01 03:50:13,Woolworths,debit,branch
1067,19083.2,2025-04-01 17:38:29,unknown,credit,branch
1098,1542.05,2025-04-24 21:54:18,Apple,credit,branch
1098,13432.3,2025-04-18 01:29:19,unknown,atm,online
1033,14753.72,2025-03-01 23:03:14,Uber,atm,branch
1100,10051.96,2025-01-02 06:03:16,unknown,debit,online
1062,9621.64,2025-03-02 10:34:30,Amazon,credit,branch
1053,2546.38,2025-01-24 01:22:32,Amazon,credit,branch
1043,15659.65,2025-01-06 13:17:15,JB HiFi,credit,branch
1005,19452.63,2025-01-13 12:06:56,Apple,transfer,mobile app
1062,19359.37,2025-02-12 00:56:13,Apple,debit,branch
1003,6917.86,2025-03-03 08:06:23,Uber,transfer,online
1073,10960.52,2025-02-21 08:52:26,Apple,transfer,online
1059,19323.03,2025-01-24 01:46:30,Woolworths,debit,branch
1036,15819.21,2025-01-21 19:48:59,JB HiFi,debit,online
1045,13750.04,2025-03-01 13:15:09,Uber,atm,online
1041,12482.4,2025-05-07 01:36:01,Amazon,debit,online
1098,18163.14,2025-01-28 11:16:19,JB HiFi,credit,branch
1046,8207.7,2025-04-08 05:29:36,Amazon,credit,branch
1044,16638.0,2025-04-02 23:11:32,Woolworths,debit,branch
1002,11665.23,2025-01-01 12:18:11,unknown,atm,branch
1048,12348.12,2025-04-03 13:52:57,Apple,credit,mobile app
1032,1630.34,2025-03-11 10:03:25,Uber,transfer,online
1018,16426.11,2025-01-04 13:09:23,JB HiFi,atm,online
1075,9562.71,2025-03-15 00:10:20,Woolworths,debit,online
1086,5378.26,2025-02-07 10:05:03,unknown,debit,mobile app
1003,15761.78,2025-04-10 06:31:25,unknown,atm,online
1096,8268.03,2025-02-15 08:59:00,Amazon,atm,online
1046,12441.71,2025-04-02 15:05:27,JB HiFi,atm,mobile app
1070,13144.55,2025-01-17 10:08:31,Woolworths,debit,online
